수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
여의도고등학교 운동장-86,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194175.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-87,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194183.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-88,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194191.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-89,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194231.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-90,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194239.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-91,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194247.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-92,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194255.777,547242.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-93,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194127.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-94,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194135.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-95,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194143.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-96,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194151.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-97,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194159.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-98,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194167.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-99,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194175.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-100,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194183.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-101,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194191.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-102,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194199.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-103,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194247.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-104,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194255.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-105,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194263.777,547250.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-106,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194127.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-107,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194135.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-108,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194143.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-109,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194151.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-110,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194159.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-111,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194167.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-112,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194175.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-113,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194183.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도고등학교 운동장-114,여의도고등학교,30-1,운동장 지반,여의도고등학교 운동장,0,194191.777,547258.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
